CUSTOMER_NUMBER_BLINDED,SALES_OFFICE_DESCRIPTION,DELIVERY_PLANT_DESCRIPTION,ON_BOARDING_DATE,ADDRESS_CITY,ADDRESS_ZIP_CODE,COUNTY,GEO_LONGITUDE,GEO_LATITUDE,CUSTOMER_ACTIVITY_CLUSTER_DESCRIPTION,CUSTOMER_TRADE_CHANNEL_DESCRIPTION,CUSTOMER_SUB_TRADE_CHANNEL_DESCRIPTION,BUSINESS_TYPE_EXTENSION_DESCRIPTION,CUSTOMER_TRADE_CHANNEL_DESCRIPTION2,MARKET_DESCRIPTION,COLD_DRINK_CHANNEL_DESCRIPTION
C00000016381210736928,"Wilsonville, OR","Wilsonville, OR",8/5/2015,PORTLAND,97221-1065,MULTNOMAH,-122.73972,45.484514,At-Work,Health/Hospital,Other Health/Hospita,DSD,Health/Hospital,ON PREMISE                    ,HEALTH/HOSPITAL               
C00000000336137472547,,,8/26/2011,MURRAY,84107,SALT LAKE,-111.88836,40.65429,Educational,Business & Professio,,DSD,Business & Professio,                              ,                              
C00000002112198049736,"Tempe, AZ","Tempe, AZ",2/18/2010,GOLD CANYON,85118-1801,PINAL,-111.459909,33.385062,Entertainment/Recrea,Recreation,Amusement/Theme Park,DSD,Recreation,ON PREMISE                    ,DESTINATION VENUE             
C00000089721115051566,"Johnstown, CO","Johnstown, CO",10/18/2018,LONGMONT,80501-3703,BOULDER,-105.11654,40.17852,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,ARTM Distributor,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000002370490184129,"Tacoma, WA","Tacoma Sales Center, WA",4/24/2020,OLYMPIA,98501-1204,THURSTON,-122.901505,47.04364,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00002188112923902130,"Grand Junction, CO","Grand Junction, CO",3/16/2016,DELTA,81416-1753,DELTA,-108.076894,38.750795,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000014931855821335,"Glendale, AZ","Glendale, AZ",9/25/2020,SURPRISE,85374-3987,MARICOPA,-112.359463,33.641485,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000182312651093466,"Tacoma, WA","Tacoma Sales Center, WA",12/14/2016,TACOMA,98402-2321,PIERCE,-122.43785,47.20045,Entertainment/Recrea,Amusement,Cinema/Movie,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000003131081709328,"Boise, ID","Boise, ID",12/30/2019,ONTARIO,97914-2627,MALHEUR,-116.973714,44.02466,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000009124061293515,"Wenatchee, WA","Wenatchee, WA",12/12/2018,SPRAGUE,99032-9621,LINCOLN,-118.215529,47.191863,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000003761162126966,"Logan, UT","Logan, UT",7/3/1991,LOGAN,84321,CACHE,-111.83465,41.74373,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000091523611826585,"Draper, UT","Draper, UT",7/11/2005,SPANISH FORK,84660,UTAH,-111.654705,40.12212,Eating & Drinking,Quick Service Restau,QSR-Pizza,Local Dr. Pepper,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000002763611072205,"Logan, UT","Logan, UT",6/15/1999,LOGAN,84321,CACHE,-111.833895,41.71925,Entertainment/Recrea,Amusement,Other Amusement,Spcl Evnt: One Time,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000092421923771792,"Draper, UT","Draper, UT",3/1/1986,AMERICAN FORK,84003-2557,UTAH,-111.789325,40.37482,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00001698130412362210,"Scottsbluff, NE","Scottsbluff, NE",12/17/2018,PINE RIDGE,57770,OGLALA LAKOTA,-102.552535,43.034323,Eating & Drinking,Quick Service Restau,QSR-Hamburger,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000212323676221112,"Richfield, UT","Richfield, UT",6/1/1984,MANTI,84642,SANPETE,-111.636995,39.269035,Grocery Shopping,Specialty Food Store,Other Specialty Food,DSD,Specialty Food Store,ON PREMISE                    ,RETAIL                        
C00002242111520822110,"Tacoma, WA","Tacoma Sales Center, WA",11/4/1993,TACOMA,98424-2611,PIERCE,-122.371316,47.244306,Entertainment/Recrea,Leisure,Gaming Facility,DSD,Leisure,ON PREMISE                    ,DESTINATION VENUE             
C00000208336911811469,"Draper, UT","Draper, UT",3/28/2005,SARATOGA SPRINGS,84045,UTAH,-111.900788,40.320905,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000606124122362307,"Show Low, AZ","Show Low, AZ",2/6/2012,SHOW LOW,85901-2732,NAVAJO,-110.083454,34.243418,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000011471259208881,"Colorado Springs, CO","Colorado Springs, CO",9/6/2019,PALMER LAKE,80133-9029,EL PASO,-104.903066,39.113844,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000147622847522083,"Johnstown, CO","Johnstown, CO",6/23/2018,BOULDER,80303-2314,BOULDER,-105.2554,40.00001,Third Party (Non-Con,All Other,Other All Others,Secondary Volume,All Other,ON PREMISE                    ,AT WORK                       
C00000149520945572458,"Draper, UT","Draper, UT",6/17/2019,OREM,84057-2546,UTAH,-111.706695,40.323755,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000000208877033871,"Pocatello, ID","Pocatello, ID",4/1/2019,ARIMO,83214-1600,BANNOCK,-112.176122,42.56383,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000557176923392005,"Ogden, UT","Ogden, UT",2/6/2019,RIVERDALE,84405-3720,WEBER,-112.006223,41.176193,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00001478231920042280,"Spokane, WA","Spokane, WA",4/28/2017,COEUR D ALENE,83814-2726,KOOTENAI,-116.781905,47.67349,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000050492313901388,"Glendale, AZ","Glendale, AZ",9/3/2013,GOODYEAR,85395-2623,MARICOPA,-112.341065,33.463175,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000021921427311749,"Eugene, OR","Eugene, OR",6/24/2018,CORVALLIS,97330-5883,BENTON,-123.27268,44.567325,Eating & Drinking,All Other,FSR-All Other,Secondary Volume,All Other,ON PREMISE                    ,EATING/DRINKING               
C00000090218644092105,"Wenatchee, WA","Wenatchee, WA",11/5/2020,EPHRATA,98823-1850,GRANT,-119.554205,47.31715,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000014412881471663,"Draper, UT","Draper, UT",1/23/2018,MAPLETON,84664-3115,UTAH,-111.597917,40.13378,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000334194822702392,"Bremerton, WA","Bremerton, WA",11/6/1997,LAKEBAY,98349-9606,PIERCE,-122.769614,47.269569,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000017511120818409,"Wenatchee, WA","Wenatchee, WA",10/21/2019,LEAVENWORTH,98826-1378,CHELAN,-120.661712,47.595398,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000009468310381745,"Colorado Springs, CO","Colorado Springs, CO",2/28/2020,COLORADO SPRINGS,80921-3821,EL PASO,-104.824395,39.024039,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000004941262162489,"Spokane, WA","Spokane, WA",3/24/2003,SPOKANE,99204-2307,SPOKANE,-117.412797,47.649626,At-Work,Health/Hospital,Other Health/Hospita,DSD,Health/Hospital,ON PREMISE                    ,HEALTH/HOSPITAL               
C00000171751113741479,"Glendale, AZ","Glendale, AZ",1/14/2019,GOODYEAR,85338,MARICOPA,-112.39244,33.45287,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000062236814621864,"Wilsonville, OR","Wilsonville, OR",5/8/2009,BEAVERTON,97005-2115,WASHINGTON,-122.805112,45.488464,Other Shopping & Ser,Automotive Services,Other Automotive Ser,DSD,Automotive Services,ON PREMISE                    ,RETAIL                        
C00002384129117892140,"Colorado Springs, CO","Colorado Springs, CO",3/9/2020,MONUMENT,80132-7902,EL PASO,-104.872975,39.091515,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000138115363771710,"Pueblo, CO","Pueblo, CO",2/10/2009,PUEBLO,81005-3279,PUEBLO,-104.663275,38.22985,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000012041320312012,"Tempe, AZ","Tempe, AZ",7/31/2018,MESA,85213-9275,MARICOPA,-111.77177,33.41551,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000185969421381698,"Glendale, AZ","Glendale, AZ",2/13/2018,PEORIA,85381-4777,MARICOPA,-112.236675,33.61003,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00001724250019621830,"Logan, UT","Logan, UT",3/2/2022,NORTH LOGAN,84341-1969,CACHE,-111.8316,41.761217,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000183968620852490,"Draper, UT","Draper, UT",7/2/2018,PROVO,84604-3320,UTAH,-111.665395,40.25062,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000071719951050516,"Cheyenne, WY","Cheyenne, WY",3/2/2004,CHEYENNE,82007,LARAMIE,-104.805472,41.159293,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000132923118011807,"Tacoma, WA","Tacoma Sales Center, WA",7/24/2002,ORTING,98360,PIERCE,-122.20187,47.096345,Grocery Shopping,Quick Service Restau,Other Specialty Food,DSD,Quick Service Restau,ON PREMISE                    ,RETAIL                        
C00000001071921721773,"Ogden, UT","Ogden, UT",5/31/2018,ROY,84067-2470,WEBER,-112.02699,41.161706,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000002051601293243,"Ogden, UT","Ogden, UT",7/28/2009,BRIGHAM CITY,84302,BOX ELDER,-112.01606,41.496725,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000006152019401115,"Spokane, WA","Spokane, WA",4/30/2020,SPOKANE VALLEY,99206-5138,SPOKANE,-117.247865,47.65713,Eating & Drinking,Full Service Restaur,FSR-All Other,Equipment Only,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000009089662304645,"Scottsbluff, NE","Scottsbluff, NE",4/5/2010,BRIDGEPORT,69336,MORRILL,-103.098835,41.67356,Eating & Drinking,Quick Service Restau,QSR-Hamburger,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000030177824851019,"Spokane, WA","Spokane, WA",10/30/2020,SPOKANE,99201-6815,SPOKANE,-117.433195,47.656515,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000019012331577961,"Glenwood Springs, CO","Glenwood Springs, CO",3/23/2020,SILT,81652-9756,GARFIELD,-107.642691,39.545764,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000001866711224853,"Draper, UT","Draper, UT",6/9/2017,OREM,84097-4245,UTAH,-111.675925,40.311985,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000096122671863433,"Tempe, AZ","Tempe, AZ",2/7/2017,PHOENIX,85032-1973,MARICOPA,-112.01907,33.64051,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00001163241113221430,"Draper, UT","Draper, UT",9/16/2020,COTTONWOOD HEIGHTS,84121-4543,SALT LAKE,-111.789887,40.618386,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000072191121531523,"Colorado Springs, CO","Colorado Springs, CO",3/8/2019,CALHAN,80808-8211,EL PASO,-104.30044,39.035325,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000850119621861749,"Pocatello, ID","Pocatello, ID",9/21/2021,POCATELLO,83201-6739,BANNOCK,-112.432655,42.85716,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000000223833712675,"Pueblo, CO","Pueblo, CO",3/26/2019,PUEBLO,81001-2137,PUEBLO,-104.585365,38.287135,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000131171022132273,"Richfield, UT","Richfield, UT",7/9/2004,SALINA,84654,SEVIER,-111.8624,38.957545,Eating & Drinking,Quick Service Restau,QSR-Hamburger,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000127010191104452,"Boise, ID","Boise, ID",11/1/1988,NEW MEADOWS,83654,ADAMS,-116.284018,44.971281,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000014057771496927,"Bellevue, WA","Bellevue, WA",7/13/2021,BELLEVUE,98007-5146,KING,-122.143036,47.608825,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000001761761998350,"Denver, CO","Denver, CO",5/7/2019,DENVER,80238-5017,DENVER,-104.866685,39.772866,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000000018513723165,"Bellevue, WA","Bellevue, WA",3/8/2019,BELLEVUE,98004-5031,KING,-122.201715,47.61714,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000016120910571669,"Pueblo, CO","Pueblo, CO",4/15/2019,PUEBLO,81003-3308,PUEBLO,-104.611446,38.264887,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000022775241094301,"Glenwood Springs, CO","Glenwood Springs, CO",8/17/2015,CARBONDALE,81623,GARFIELD,-107.22158,39.41347,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000091376416211541,"Twin Falls, ID","Twin Falls, ID",4/10/2017,JEROME,83338-3048,JEROME,-114.522955,42.724115,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000019371334887260,"Grand Junction, CO","Grand Junction, CO",5/7/2002,MONTROSE,81401,MONTROSE,-107.866235,38.453495,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000243918775002034,"Idaho Falls, ID","Idaho Falls, ID",2/2/2017,IDAHO FALLS,83401-2768,BONNEVILLE,-112.01764,43.504005,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000000519800954436,"Draper, UT","Draper, UT",6/14/2012,GRANTSVILLE,84029,TOOELE,-112.4549,40.599815,Eating & Drinking,Quick Service Restau,QSR-Hamburger,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000015995491212103,"Walla Walla, WA","Walla Walla, WA",5/17/2021,MILTON FREEWATER,97862-7602,UMATILLA,-118.387675,45.938335,Eating & Drinking,Quick Service Restau,Cart/Mobile Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000000089861622618,"Tempe, AZ","Tempe, AZ",6/30/2011,SCOTTSDALE,85251-6626,MARICOPA,-111.9089,33.48616,Third Party (Non-Con,All Other,Other All Others,Equipment Only,All Other,ON PREMISE                    ,AT WORK                       
C00000022061992933173,"Tacoma, WA","Tacoma Sales Center, WA",2/5/2020,ROCHESTER,98579-9337,THURSTON,-123.013367,46.802755,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000115210387651523,"Tempe, AZ","Tempe, AZ",5/30/2019,PHOENIX,85048-6284,MARICOPA,-112.054474,33.305618,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000000435945401958,"Walla Walla, WA","Walla Walla, WA",2/25/2022,WAITSBURG,99361-9703,WALLA WALLA,-118.15496,46.271115,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000009427751520243,"Tempe, AZ","Tempe, AZ",9/11/2020,GILBERT,85296-3074,MARICOPA,-111.771365,33.335535,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000024002385135981,"Logan, UT","Logan, UT",5/29/2018,MENDON,84325,CACHE,-111.97634,41.710965,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000022151577191407,"Glenwood Springs, CO","Glenwood Springs, CO",8/14/2013,RIFLE,81650,GARFIELD,-107.78524,39.531575,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000001510558760426,"Arlington, WA","Arlington, WA",4/1/2019,SNOHOMISH,98290-2911,SNOHOMISH,-122.09654,47.911405,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000010617471194985,"Boise, ID","Boise, ID",6/27/2011,CALDWELL,83607-5505,CANYON,-116.68736,43.662938,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000033512381948429,"Tacoma, WA","Tacoma Sales Center, WA",2/9/2022,TACOMA,98405-1051,PIERCE,-122.49291,47.23619,Entertainment/Recrea,Amusement,Sport Venue,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000184818012012266,"Tempe, AZ","Tempe, AZ",2/15/2018,GILBERT,85296-5080,MARICOPA,-111.688865,33.33246,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000003449789111432,,,7/2/2020,OGDEN,84415,WEBER,0,0,Entertainment/Recrea,Amusement,,DSD,Amusement,                              ,                              
C00000213019322461732,"Bellevue, WA","Bellevue, WA",1/21/2022,BURIEN,98168-2146,KING,-122.3192,47.503035,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000132123778002249,"Johnstown, CO","Johnstown, CO",1/30/2020,THORNTON,80023-9243,ADAMS,-104.984463,39.956295,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000019244491733285,"Wilsonville, OR","Wilsonville, OR",11/8/2012,VANCOUVER,98683,CLARK,-122.50396,45.606065,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000000476314881060,"Glenwood Springs, CO","Glenwood Springs, CO",5/25/1999,GLENWOOD SPRINGS,81601-3032,GARFIELD,-107.324935,39.55084,Travel/Transportatio,Lodging,Other Lodging,DSD,Lodging,ON PREMISE                    ,LODGING                       
C00000140102523252189,"Draper, UT","Draper, UT",5/6/2022,MAGNA,84044-1148,SALT LAKE,-112.10561,40.711005,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000000588862722416,"Tucson, AZ","Tucson, AZ",7/25/2019,TUCSON,85712-4633,PIMA,-110.893565,32.23629,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000001127582941766,"Kingman, AZ","Kingman, AZ",10/16/2000,KINGMAN,86401-5820,MOHAVE,-114.057463,35.189091,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000001963860417538,"Scottsbluff, NE","Scottsbluff, NE",10/22/2018,MULLEN,69152,HOOKER,-101.043735,42.03986,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000000058036951653,"Wilsonville, OR","Wilsonville, OR",10/26/2018,WOODBURN,97071-3731,MARION,-122.838315,45.14328,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000022924016331065,"Wenatchee, WA","Wenatchee, WA",6/18/2021,MATTAWA,99349,GRANT,-119.90773,46.737823,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00001313208010901290,"Scottsbluff, NE","Scottsbluff, NE",8/4/2020,SCOTTSBLUFF,69361-3108,SCOTTS BLUFF,-103.661305,41.86275,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000656244511511883,"Spokane, WA","Spokane, WA",1/30/2018,RATHDRUM,83858-8353,KOOTENAI,-116.893145,47.81447,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00001679193816292420,"Draper, UT","Draper, UT",8/9/2018,RIVERTON,84065-2324,SALT LAKE,-111.92786,40.52237,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000020826383552415,"Idaho Falls, ID","Idaho Falls, ID",11/21/2019,IDAHO FALLS,83404-7533,BONNEVILLE,-111.99017,43.469615,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00002390221717982340,"Draper, UT","Draper, UT",6/20/2018,WEST VALLEY CITY,84120,SALT LAKE,-112.02219,40.716991,Grocery Shopping,Convenience Store/Pe,Chain Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000016411177721730,"Wilsonville, OR","Wilsonville, OR",5/9/2019,SEASIDE,97138-5821,CLATSOP,-123.928905,45.993205,Other Shopping & Ser,General Merchandiser,Other General Mercha,DSD,General Merchandiser,ON PREMISE                    ,RETAIL                        
C00000021931378319979,"Draper, UT","Draper, UT",2/9/2022,WEST VALLEY CITY,84119-3892,SALT LAKE,-111.948447,40.69596,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000012315791570891,"Spokane, WA","Spokane, WA",9/27/2018,NINE MILE FALLS,99026-9006,STEVENS,-117.565508,47.811536,Educational,Primary/Secondary Sc,EDUCATION - NON REST,DSD,Primary/Secondary Sc,ON PREMISE                    ,GOV'T/EDU                     
C00000123758416152029,"Draper, UT","Draper, UT",11/6/2017,LEHI,84043-3555,UTAH,-111.840935,40.385725,Entertainment/Recrea,Amusement,Amusement/Theme Park,Cold Drinks/ Snacks,Amusement,FULL SERVICE                  ,DESTINATION VENUE             
C00000003242199220153,"Draper, UT","Draper, UT",4/5/2010,HEBER CITY,84032,WASATCH,-111.418638,40.622675,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000091610405422227,"Pocatello, ID","Pocatello, ID",2/1/1984,POCATELLO,83201-4416,BANNOCK,-112.45139,42.893545,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000148515951321329,"Wenatchee, WA","Wenatchee, WA",10/13/2021,EAST WENATCHEE,98802-5271,DOUGLAS,-120.26134,47.4058,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000024014523101671,"Alamosa, CO","Alamosa, CO",11/2/2005,ALAMOSA,81101,ALAMOSA,-105.866285,37.46819,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000110175721262068,"Denver, CO","Denver, CO",1/18/2011,WESTMINSTER,80021,JEFFERSON,-105.093295,39.893874,At-Work,Business & Professio,Other Business And P,DSD,Business & Professio,ON PREMISE                    ,AT WORK                       
C00000000192314501758,"Tacoma, WA","Tacoma Sales Center, WA",7/27/2011,TACOMA,98403-1317,PIERCE,-122.455142,47.260029,Eating & Drinking,Quick Service Restau,QSR-Sandwich,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000186846317872329,"Eugene, OR","Eugene, OR",5/16/2018,MAPLETON,97453-9675,LANE,-123.831384,44.027019,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000008661918843702,"Wilsonville, OR","Wilsonville, OR",4/13/2012,ESTACADA,97023-8670,CLACKAMAS,-122.391343,45.313165,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000247183819662114,"Wilsonville, OR","Wilsonville, OR",2/10/2019,PORTLAND,97205-2360,MULTNOMAH,-122.683935,45.522015,Eating & Drinking,All Other,Other Eating & Drink,Secondary Volume,All Other,ON PREMISE                    ,EATING/DRINKING               
