CUSTOMER_NUMBER_BLINDED,SALES_OFFICE_DESCRIPTION,DELIVERY_PLANT_DESCRIPTION,ON_BOARDING_DATE,ADDRESS_CITY,ADDRESS_ZIP_CODE,COUNTY,GEO_LONGITUDE,GEO_LATITUDE,CUSTOMER_ACTIVITY_CLUSTER_DESCRIPTION,CUSTOMER_TRADE_CHANNEL_DESCRIPTION,CUSTOMER_SUB_TRADE_CHANNEL_DESCRIPTION,BUSINESS_TYPE_EXTENSION_DESCRIPTION,CUSTOMER_TRADE_CHANNEL_DESCRIPTION2,MARKET_DESCRIPTION,COLD_DRINK_CHANNEL_DESCRIPTION
C00000163714214612445,"Tempe, AZ","Tempe, AZ",7/29/2013,MESA,85203-8033,MARICOPA,-111.81354,33.422397,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000011681683452717,"Tempe, AZ","Tempe, AZ",9/8/1993,COOLIDGE,85128-4810,PINAL,-111.524165,32.97416,Grocery Shopping,Liquor/Beer/Wine/Sof,Other Liquor/Beer/Wi,DSD,Liquor/Beer/Wine/Sof,HOME MARKET                   ,NON COLD DRINK                
C00000001559133682020,"Pocatello, ID","Pocatello, ID",3/23/2020,CHUBBUCK,83202,BANNOCK,-112.465985,42.964035,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00002469198211791870,"Albuquerque, NM","Albuquerque, NM",3/27/2009,RIO RANCHO,87144-4503,SANDOVAL,-106.62443,35.32127,At-Work,Government (Non-Mili,Other Government (No,Spcl Evnt: Recurring,Government (Non-Mili,ON PREMISE                    ,GOV'T/EDU                     
C00000002077842102443,"Albuquerque, NM","Albuquerque, NM",5/7/2021,ALBUQUERQUE,87120-1440,BERNALILLO,-106.708728,35.122463,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00002325177821131390,"Flagstaff, AZ","Flagstaff, AZ",12/11/2019,PAYSON,85541,GILA,-111.29035,34.248194,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000004481452603216,,,10/12/2015,LEHI,84043,UTAH,-111.897909,40.432152,Entertainment/Recrea,Recreation,,DSD,Recreation,ACCOUNTING                    ,EATING/DRINKING               
C00000018815448632039,"Johnstown, CO","Johnstown, CO",4/3/2013,FORT COLLINS,80524-1910,LARIMER,-105.03987,40.61755,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000106612095241297,"Boise, ID","Boise, ID",4/8/2020,WEISER,83672-2536,WASHINGTON,-116.96624,44.24568,Eating & Drinking,Quick Service Restau,QSR-Hamburger,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000004221642383809,"Denver, CO","Denver, CO",1/21/2021,DENVER,80211-3104,DENVER,-105.033405,39.76212,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000705154111812149,"Pueblo, CO","Pueblo, CO",1/30/2019,PUEBLO,81006-9685,PUEBLO,-104.509995,38.24497,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000000494239812166,"Boise, ID","Boise, ID",6/5/2020,EMMETT,83617-2639,GEM,-116.500105,43.87961,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000038410931143270,"Pueblo, CO","Pueblo, CO",1/10/2012,RATON,87740,COLFAX,-104.440233,36.889024,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000009542444548246,"Denver, CO","Denver, CO",9/2/2009,DENVER,80227-5546,DENVER,-105.05655,39.655776,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000218121465261088,"Wilsonville, OR","Wilsonville, OR",4/13/2020,SALEM,97301-2487,MARION,-122.99186,44.94581,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000004102376388734,"Tempe, AZ","Tempe, AZ",3/9/2022,SCOTTSDALE,85257-3772,MARICOPA,-111.913395,33.465875,Eating & Drinking,Quick Service Restau,QSR-Hamburger,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000030017491189599,"Lewiston, ID","Lewiston, ID",3/28/2016,LEWISTON,83501-4541,NEZ PERCE,-117.006795,46.377571,Entertainment/Recrea,Amusement,Sport Venue,Spcl Evnt: One Time,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000000042577763166,"Johnstown, CO","Johnstown, CO",1/31/2019,LOVELAND,80538-7104,LARIMER,-104.99593,40.42979,Other Shopping & Ser,Automotive Services,Other Automotive Ser,DSD,Automotive Services,ON PREMISE                    ,RETAIL                        
C00000106733024241321,"Wenatchee, WA","Wenatchee, WA",5/2/2019,EPHRATA,98823-1849,GRANT,-119.550945,47.32042,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000232920943251873,"Glendale, AZ","Glendale, AZ",8/8/2019,PHOENIX,85024-4461,MARICOPA,-112.030949,33.67549,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000000585645502773,"Tempe, AZ","Tempe, AZ",9/8/1993,MESA,85204-4243,MARICOPA,-111.805368,33.400284,Grocery Shopping,Local & Traditional,Other Local & Tradit,DSD,Local & Traditional,HOME MARKET                   ,NON COLD DRINK                
C00002219176714671760,"Wilsonville, OR","Wilsonville, OR",1/21/2016,PORTLAND,97239-4501,MULTNOMAH,-122.67077,45.49884,Eating & Drinking,Quick Service Restau,QSR-Sandwich,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000018281104152583,"Arlington, WA","Arlington, WA",7/10/1998,BLAINE,98230-9656,WHATCOM,-122.74516,48.92618,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000009061688352869,"Tempe, AZ","Tempe, AZ",3/6/2013,FLORENCE,85132,PINAL,-111.361582,33.070227,Entertainment/Recrea,Recreation,Amusement/Theme Park,Spcl Evnt: Recurring,Recreation,ON PREMISE                    ,DESTINATION VENUE             
C00000148216001045567,"Boise, ID","Boise, ID",1/19/2012,BOISE,83702-5343,ADA,-116.205305,43.61996,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000012641493650759,"Denver, CO","Denver, CO",11/14/2013,FEDERAL HEIGHTS,80260,ADAMS,-105.007945,39.863495,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000091729219401410,"Wilsonville, OR","Wilsonville, OR",8/26/2015,MOLALLA,97038-9443,CLACKAMAS,-122.583281,45.194928,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000159219421565617,"Scottsbluff, NE","Scottsbluff, NE",5/1/1987,SCOTTSBLUFF,69361,SCOTTS BLUFF,-103.66579,41.88838,At-Work,Health/Hospital,Other Health/Hospita,Agency,Health/Hospital,ON PREMISE                    ,HEALTH/HOSPITAL               
C00000113394617912046,"Logan, UT","Logan, UT",3/28/2013,LOGAN,84321-4750,CACHE,-111.82381,41.73126,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000019181936636950,"Cheyenne, WY","Cheyenne, WY",2/9/2021,CHEYENNE,82001-3308,LARAMIE,-104.829235,41.127425,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00002221135822811840,"Wilsonville, OR","Wilsonville, OR",4/19/2018,NESKOWIN,97149,TILLAMOOK,-123.981859,45.102894,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000148121541004726,"Glendale, AZ","Glendale, AZ",9/8/1993,PHOENIX,85031-2421,MARICOPA,-112.1851,33.4957,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000000158758431016,"Draper, UT","Draper, UT",6/26/2015,SALT LAKE CITY,84109,SALT LAKE,-111.833345,40.69987,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000014918832479525,"Wilsonville, OR","Wilsonville, OR",6/21/2019,BEAVERTON,97005-2105,WASHINGTON,-122.810495,45.48825,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000018501072848917,"Tempe, AZ","Tempe, AZ",7/20/2020,PHOENIX,85016-7934,MARICOPA,-112.02842,33.48033,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000091022526941078,"Bellevue, WA","Bellevue, WA",8/13/1993,SEATTLE,98108-3239,KING,-122.329892,47.543963,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00002382184712192430,"Kingman, AZ","Kingman, AZ",9/29/2020,LAKE HAVASU CITY,86403-6911,MOHAVE,-114.320895,34.47688,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000677168916001623,"Denver, CO","Denver, CO",6/22/2012,DENVER,80237-2903,DENVER,-104.893625,39.6242,Eating & Drinking,Full Service Restaur,FSR-All Other,ARTM Distributor,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000089918071151507,"Colorado Springs, CO","Colorado Springs, CO",8/23/2018,WOODLAND PARK,80863,TELLER,-105.05086,38.994635,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000002858902248420,"Tacoma, WA","Tacoma Sales Center, WA",1/11/2013,FEDERAL WAY,98003-5458,KING,-122.308088,47.319056,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000011521208291681,"Draper, UT","Draper, UT",5/10/2019,SALT LAKE CITY,84107-4824,SALT LAKE,-111.88832,40.66211,Eating & Drinking,Street Vendor,Other Eating & Drink,DSD,Street Vendor,ON PREMISE                    ,EATING/DRINKING               
C00000220844017571790,"Idaho Falls, ID","Idaho Falls, ID",3/26/2015,TETONIA,83452,TETON,-111.16022,43.812991,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000155514542242341,"Boise, ID","Boise, ID",1/30/2004,EAGLE,83616-6755,ADA,-116.361036,43.670329,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000042621521250849,"Ogden, UT","Ogden, UT",3/21/2000,OGDEN,84403-1815,WEBER,-111.97188,41.191915,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000246412174471263,"Tacoma, WA","Tacoma Sales Center, WA",2/14/2018,SPANAWAY,98387-8404,PIERCE,-122.432275,47.081595,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000017135491581278,"Wenatchee, WA","Wenatchee, WA",3/14/2022,CHELAN,98816,CHELAN,-120.029836,47.849807,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000073311238131237,"Colorado Springs, CO","Colorado Springs, CO",6/19/2018,COLORADO SPRINGS,80917-2765,EL PASO,-104.720935,38.88543,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000075533219811387,"Spokane, WA","Spokane, WA",11/25/2019,RATHDRUM,83858,KOOTENAI,-116.98677,47.768671,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000168714414491341,"Colorado Springs, CO","Colorado Springs, CO",8/6/1996,COLORADO SPRINGS,80909,EL PASO,-104.773905,38.839905,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000019712273762566,"Wilsonville, OR","Wilsonville, OR",6/19/2009,HILLSBORO,97124-6700,WASHINGTON,-122.946686,45.53131,Entertainment/Recrea,Recreation,Other Recreation,Spcl Evnt: Recurring,Recreation,ON PREMISE                    ,DESTINATION VENUE             
C00000007036625181850,"Twin Falls, ID","Twin Falls, ID",6/2/1993,KETCHUM,83340,BLAINE,-114.36679,43.681985,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00001137137020822350,"Pocatello, ID","Pocatello, ID",2/1/1984,BLACKFOOT,83221,BINGHAM,-112.389265,43.209009,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000021601895859178,"Johnstown, CO","Johnstown, CO",8/24/2018,LOUISVILLE,80027-9432,BOULDER,-105.16333,39.965925,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000173815502401762,"Wilsonville, OR","Wilsonville, OR",11/12/2008,PORTLAND,97225-2909,WASHINGTON,-122.77474,45.49454,Other Shopping & Ser,Automotive Services,Other Automotive Ser,DSD,Automotive Services,ON PREMISE                    ,RETAIL                        
C00000144817263841691,"Tempe, AZ","Tempe, AZ",9/7/2017,CASA GRANDE,85122-1804,PINAL,-111.757295,32.89659,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000018251653220769,"Scottsbluff, NE","Scottsbluff, NE",2/18/2020,GUERNSEY,82214-5183,PLATTE,-104.738344,42.269838,Eating & Drinking,Quick Service Restau,QSR-Hamburger,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000232137218111466,"Pocatello, ID","Pocatello, ID",8/29/2002,POCATELLO,83201-6213,BANNOCK,-112.450579,42.874719,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000011966875261274,"Wilsonville, OR","Wilsonville, OR",5/23/2019,VANCOUVER,98660-3107,CLARK,-122.6722,45.6257,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000215510316611168,"Logan, UT","Logan, UT",4/18/2017,GARDEN CITY,84028,RICH,-111.393423,41.94552,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000116948824571624,"Glendale, AZ","Glendale, AZ",7/3/2017,AVONDALE,85392-5641,MARICOPA,-112.28942,33.49365,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000119215422358815,"Tempe, AZ","Tempe, AZ",9/13/2002,MESA,85208-2426,MARICOPA,-111.630525,33.407785,Third Party (Non-Con,All Other,Other All Others,Equipment Only,All Other,ON PREMISE                    ,AT WORK                       
C00000004175818201198,"Glendale, AZ","Glendale, AZ",6/8/2018,GLENDALE,85308-3908,MARICOPA,-112.171795,33.6389,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000214942022221843,"Pocatello, ID","Pocatello, ID",6/21/2019,SODA SPRINGS,83276-5424,BEAR LAKE,-111.652834,42.65877,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00002454197218552340,"Colorado Springs, CO","Colorado Springs, CO",5/21/2019,COLORADO SPRINGS,80918-1468,EL PASO,-104.793083,38.923677,Entertainment/Recrea,Amusement,Amusement/Theme Park,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000227923001302690,"Wilsonville, OR","Wilsonville, OR",2/11/1999,PORTLAND,97232-1203,MULTNOMAH,-122.660153,45.534657,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000001893116411116,"Wilsonville, OR","Wilsonville, OR",12/29/2021,ESTACADA,97023-8670,CLACKAMAS,-122.391343,45.313165,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000015101952514288,"Arlington, WA","Arlington, WA",4/23/2019,SNOHOMISH,98296-8165,SNOHOMISH,-122.07691,47.815295,Grocery Shopping,Convenience Store/Pe,Other Convenience St,DSD,Convenience Store/Pe,HOME MARKET                   ,NON COLD DRINK                
C00000208151821382469,"Wenatchee, WA","Wenatchee, WA",6/29/2018,WENATCHEE,98802,CHELAN,-120.288442,47.40331,Eating & Drinking,Quick Service Restau,QSR-Hamburger,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000000482123251698,"Draper, UT","Draper, UT",3/26/2021,SALT LAKE CITY,84102-2804,SALT LAKE,-111.87284,40.760555,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00002021191611491240,"Arlington, WA","Arlington, WA",4/4/2015,BELLINGHAM,98225-5089,WHATCOM,-122.483315,48.744105,Other Shopping & Ser,General Merchandiser,Books/Office/News/To,DSD,General Merchandiser,ON PREMISE                    ,RETAIL                        
C00000001086708630760,"Wilsonville, OR","Wilsonville, OR",10/26/2012,SEASIDE,97138-5810,CLATSOP,-123.927724,45.992604,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000014610852488555,"Spokane, WA","Spokane, WA",5/16/2022,SPOKANE,99208-6052,SPOKANE,-117.462977,47.718979,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000022313571426792,"Bend, OR","Bend, OR",12/5/2019,BEND,97702-3483,DESCHUTES,-121.315129,44.05036,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000004041480619565,"Draper, UT","Draper, UT",10/1/1983,BOUNTIFUL,84010-6401,DAVIS,-111.880654,40.88267,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000170223017641838,"Johnstown, CO","Johnstown, CO",10/29/2015,ESTES PARK,80517-8918,LARIMER,-105.532582,40.377829,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000188320822822375,"Grand Junction, CO","Grand Junction, CO",9/10/2021,GRAND JUNCTION,81501-5063,MESA,-108.51806,39.0774,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00000153321171818988,"Alamosa, CO","Alamosa, CO",7/30/2018,BUENA VISTA,81211-9572,CHAFFEE,-106.13339,38.843405,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000023421992295117,"Glendale, AZ","Glendale, AZ",11/29/2016,PHOENIX,85035-4642,MARICOPA,-112.20648,33.46582,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000017729857541450,"Scottsbluff, NE","Scottsbluff, NE",9/24/2019,KIMBALL,69145-2086,KIMBALL,-103.663315,41.218175,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000000589926894175,"Ogden, UT","Ogden, UT",3/24/2015,KAYSVILLE,84037,DAVIS,-111.938575,41.037085,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000024459042232951,"Wenatchee, WA","Wenatchee, WA",8/28/2016,WARDEN,98857-9401,GRANT,-119.041794,46.962365,Educational,Primary/Secondary Sc,EDUCATION - NON REST,DSD,Primary/Secondary Sc,ON PREMISE                    ,GOV'T/EDU                     
C00000001821653175680,"Draper, UT","Draper, UT",12/12/2019,MIDWAY,84049-6324,WASATCH,-111.475515,40.512235,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000008489372379733,"Glenwood Springs, CO","Glenwood Springs, CO",4/20/2022,GLENWOOD SPRINGS,81601-4114,GARFIELD,-107.325245,39.532485,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00001746117618371080,"Idaho Falls, ID","Idaho Falls, ID",3/1/1984,IDAHO FALLS,83401,BONNEVILLE,-112.039995,43.49462,Entertainment/Recrea,Amusement,Amusement/Theme Park,Spcl Evnt: One Time,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000899196419541955,"Wilsonville, OR","Wilsonville, OR",6/22/2020,PORTLAND,97223-6195,WASHINGTON,-122.774338,45.429054,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,DSD,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000147312589381539,"Arlington, WA","Arlington, WA",5/17/1994,EVERETT,98203-3868,SNOHOMISH,-122.209922,47.947608,Entertainment/Recrea,Recreation,Other Recreation,DSD,Recreation,ON PREMISE                    ,DESTINATION VENUE             
C00000216274922822392,"Pueblo, CO","Pueblo, CO",4/20/2018,CANON CITY,81212-3730,FREMONT,-105.24397,38.438985,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000002476976746365,"Draper, UT","Draper, UT",8/19/2019,HERRIMAN,84096,SALT LAKE,-112.029685,40.49336,Educational,Primary/Secondary Sc,EDUCATION - NON REST,DSD,Primary/Secondary Sc,ON PREMISE                    ,GOV'T/EDU                     
C00000280127612151414,"Pueblo, CO","Pueblo, CO",5/25/2017,WALSENBURG,81089-1409,HUERFANO,-104.786952,37.632024,Eating & Drinking,Other Eating & Drink,Other Eating & Drink,DSD,Other Eating & Drink,ON PREMISE                    ,EATING/DRINKING               
C00001499153020421000,"Draper, UT","Draper, UT",2/14/2007,PROVO,84601-4430,UTAH,-111.663085,40.233815,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000001849828478545,"Draper, UT","Draper, UT",12/23/2005,SALT LAKE CITY,84108,SALT LAKE,-111.81623,40.750904,Entertainment/Recrea,Amusement,Other Recreation,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000742132224471037,"Cheyenne, WY","Cheyenne, WY",4/20/2021,CHEYENNE,82001,LARAMIE,-104.756155,41.143865,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000000060410044581,"Tempe, AZ","Tempe, AZ",1/10/2019,GILBERT,85233-5101,MARICOPA,-111.82146,33.349785,Eating & Drinking,Bar/Tavern/Licensed,Other Bar/Tavern/Lic,ARTM Distributor,Bar/Tavern/Licensed,ON PREMISE                    ,EATING/DRINKING               
C00000220217151094605,"Wilsonville, OR","Wilsonville, OR",7/7/2010,PORTLAND,97223-8227,WASHINGTON,-122.761511,45.429754,Entertainment/Recrea,Amusement,Sport Venue,DSD,Amusement,ON PREMISE                    ,DESTINATION VENUE             
C00000002186868701900,"Draper, UT","Draper, UT",8/6/2018,NORTH SALT LAKE,84054-2628,DAVIS,-111.929803,40.859575,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00002275184616211750,"Albuquerque, NM","Albuquerque, NM",11/22/2019,ALBUQUERQUE,87114-7009,BERNALILLO,-106.654059,35.207119,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000058012511081019,"Draper, UT","Draper, UT",7/31/2018,SARATOGA SPRINGS,84045-4705,UTAH,-111.916395,40.38507,Eating & Drinking,Quick Service Restau,QSR-Mexican,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000108188811551365,"Johnstown, CO","Johnstown, CO",12/21/2018,GREELEY,80631-4250,WELD,-104.68275,40.418375,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000005351301132978,"Denver, CO","Denver, CO",10/25/2018,IDAHO SPRINGS,80452,CLEAR CREEK,-105.504976,39.741599,Eating & Drinking,Quick Service Restau,QSR-Other Fast Food,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000153586924152460,"Bremerton, WA","Bremerton, WA",5/6/2020,PORT ORCHARD,98366-3920,KITSAP,-122.596235,47.533985,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000244520348732406,"Grand Junction, CO","Grand Junction, CO",4/20/2018,GRAND JUNCTION,81505-1100,MESA,-108.592595,39.09188,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00002401171811481160,"Johnstown, CO","Johnstown, CO",4/16/2019,BROOMFIELD,80020,BOULDER,-105.071045,39.91421,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00002238156413561930,"Wilsonville, OR","Wilsonville, OR",9/2/2005,OREGON CITY,97045-9034,CLACKAMAS,-122.586535,45.363735,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00000020916811138689,"Glendale, AZ","Glendale, AZ",5/6/2020,GLENDALE,85301-1664,MARICOPA,-112.151544,33.550995,Eating & Drinking,Quick Service Restau,QSR-Pizza,DSD,Quick Service Restau,ON PREMISE                    ,EATING/DRINKING               
C00001492125613051320,"Tempe, AZ","Tempe, AZ",10/25/2017,GILBERT,85295-5874,MARICOPA,-111.78966,33.303505,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
C00000162465320701096,"Glenwood Springs, CO","Glenwood Springs, CO",3/27/2020,AVON,81620,EAGLE,-106.517768,39.632813,Eating & Drinking,Full Service Restaur,FSR-All Other,DSD,Full Service Restaur,ON PREMISE                    ,EATING/DRINKING               
